,Filename,FILES_RECEIPTS,INSTITUTIONCODE,REPORTINGDATE,EDI_RECEIPTS,BSIS_RECEIPTS,BSIS_FINAL_RECEIPTS
369,A1381078300620.xls,39,A138,2020-06-30,19.0,19.0,19.0
370,A1381078300621.xls,45,A138,2021-06-30,45.0,45.0,45.0
371,A1381078300622.xls,44,A138,2022-06-30,44.0,44.0,44.0
372,A1381078300623.xls,45,A138,2023-06-30,45.0,45.0,45.0
373,A1381078300624.xls,26,A138,2024-06-30,62.0,62.0,62.0
374,A1381078300920.xls,42,A138,2020-09-30,42.0,42.0,42.0
375,A1381078300921.xls,37,A138,2021-09-30,37.0,37.0,37.0
376,A1381078300922.xls,44,A138,2022-09-30,44.0,44.0,44.0
377,A1381078300923.xls,42,A138,2023-09-30,42.0,42.0,42.0
378,A1381078300924.xls,1,A138,2024-09-30,1.0,1.0,1.0
379,A1381078301120.xls,44,A138,2020-11-30,44.0,44.0,44.0
380,A1381078301121.xls,38,A138,2021-11-30,38.0,38.0,38.0
381,A1381078301122.xls,44,A138,2022-11-30,44.0,44.0,44.0
382,A1381078301123.xls,40,A138,2023-11-30,40.0,40.0,40.0
383,A1381078301124.xls,39,A138,2024-11-30,39.0,39.0,39.0
384,A1381078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
385,A1381078310121.xls,44,A138,2021-01-31,44.0,44.0,44.0
386,A1381078310122.xls,46,A138,2022-01-31,46.0,46.0,46.0
387,A1381078310123.xls,50,A138,2023-01-31,50.0,50.0,50.0
388,A1381078310124.xls,43,A138,2024-01-31,112.0,69.0,69.0
389,A1381078310320.xls,40,A138,2020-03-31,40.0,40.0,40.0
390,A1381078310321.xls,41,A138,2021-03-31,41.0,41.0,41.0
391,A1381078310322.xls,45,A138,2022-03-31,45.0,45.0,45.0
392,A1381078310323.xls,61,A138,2023-03-31,61.0,61.0,61.0
393,A1381078310324.xls,37,A138,2024-03-31,102.0,65.0,65.0
394,A1381078310520.xls,41,A138,2020-05-31,19.0,19.0,19.0
395,A1381078310521.xls,33,A138,2021-05-31,33.0,33.0,33.0
396,A1381078310522.xls,48,A138,2022-05-31,48.0,48.0,48.0
397,A1381078310523.xls,37,A138,2023-05-31,37.0,37.0,37.0
398,A1381078310524.xls,23,A138,2024-05-31,95.0,72.0,72.0
399,A1381078310720.xls,41,A138,2020-07-31,41.0,41.0,41.0
400,A1381078310721.xls,30,A138,2021-07-31,30.0,30.0,30.0
401,A1381078310722.xls,40,A138,2022-07-31,40.0,40.0,40.0
402,A1381078310723.xls,32,A138,2023-07-31,32.0,32.0,32.0
403,A1381078310724.xls,19,A138,2024-07-31,19.0,19.0,19.0
404,A1381078310820.xls,40,A138,2020-08-31,40.0,40.0,40.0
405,A1381078310821.xls,46,A138,2021-08-31,46.0,46.0,46.0
406,A1381078310822.xls,51,A138,2022-08-31,51.0,51.0,51.0
407,A1381078310823.xls,41,A138,2023-08-31,41.0,41.0,41.0
408,A1381078310824.xls,61,A138,2024-08-31,61.0,61.0,61.0
409,A1381078311020.xls,40,A138,2020-10-31,40.0,40.0,40.0
410,A1381078311021.xls,44,A138,2021-10-31,44.0,44.0,44.0
411,A1381078311022.xls,38,A138,2022-10-31,38.0,38.0,38.0
412,A1381078311023.xls,67,A138,2023-10-31,67.0,67.0,67.0
413,A1381078311024.xls,45,A138,2024-10-31,45.0,45.0,45.0
414,A1381078311220.xls,39,A138,2020-12-31,39.0,39.0,39.0
415,A1381078311221.xls,50,A138,2021-12-31,50.0,50.0,50.0
416,A1381078311222.xls,59,A138,2022-12-31,59.0,59.0,59.0
417,A1381078311223.xls,40,A138,2023-12-31,40.0,40.0,40.0
418,A1381078311224.xls,38,A138,2024-12-31,38.0,38.0,38.0
419,A1391078280221.xls,34,A139,2021-02-28,34.0,34.0,34.0
420,A1391078280222.xls,34,A139,2022-02-28,34.0,34.0,34.0
421,A1391078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
422,A1391078300420.xls,55,A139,2020-04-30,55.0,55.0,55.0
423,A1391078300421.xls,69,A139,2021-04-30,69.0,69.0,69.0
424,A1391078300422.xls,28,A139,2022-04-30,28.0,28.0,28.0
425,A1391078300620.xls,55,A139,2020-06-30,8.0,8.0,8.0
426,A1391078300621.xls,42,A139,2021-06-30,42.0,42.0,42.0
427,A1391078300622.xls,34,A139,2022-06-30,34.0,34.0,34.0
428,A1391078300920.xls,34,A139,2020-09-30,34.0,34.0,34.0
429,A1391078300921.xls,34,A139,2021-09-30,34.0,34.0,34.0
430,A1391078301120.xls,34,A139,2020-11-30,34.0,34.0,34.0
431,A1391078301121.xls,34,A139,2021-11-30,34.0,34.0,34.0
432,A1391078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
433,A1391078310121.xls,34,A139,2021-01-31,34.0,34.0,34.0
434,A1391078310122.xls,34,A139,2022-01-31,34.0,34.0,34.0
435,A1391078310320.xls,69,A139,2020-03-31,69.0,69.0,69.0
436,A1391078310321.xls,34,A139,2021-03-31,34.0,34.0,34.0
437,A1391078310322.xls,30,A139,2022-03-31,30.0,30.0,30.0
438,A1391078310520.xls,55,A139,2020-05-31,8.0,8.0,8.0
439,A1391078310521.xls,69,A139,2021-05-31,69.0,69.0,69.0
440,A1391078310522.xls,24,A139,2022-05-31,24.0,24.0,24.0
441,A1391078310720.xls,55,A139,2020-07-31,55.0,55.0,55.0
442,A1391078310721.xls,42,A139,2021-07-31,42.0,42.0,42.0
443,A1391078310722.xls,34,A139,2022-07-31,34.0,34.0,34.0
444,A1391078310820.xls,55,A139,2020-08-31,55.0,55.0,55.0
445,A1391078310821.xls,60,A139,2021-08-31,60.0,60.0,60.0
446,A1391078310822.xls,42,A139,2022-08-31,42.0,42.0,42.0
447,A1391078311020.xls,34,A139,2020-10-31,34.0,34.0,34.0
448,A1391078311021.xls,34,A139,2021-10-31,34.0,34.0,34.0
449,A1391078311220.xls,34,A139,2020-12-31,34.0,34.0,34.0
450,A1391078311221.xls,38,A139,2021-12-31,38.0,38.0,38.0
451,A1411078280221.xls,3,A141,2021-02-28,3.0,3.0,3.0
452,A1411078280222.xls,3,A141,2022-02-28,3.0,3.0,3.0
453,A1411078280223.xls,3,A141,2023-02-28,3.0,3.0,3.0
454,A1411078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
455,A1411078290224.xls,3,A141,2024-02-29,28.0,25.0,25.0
456,A1411078300420.xls,9,A141,2020-04-30,9.0,9.0,9.0
457,A1411078300421.xls,5,A141,2021-04-30,5.0,5.0,5.0
458,A1411078300422.xls,1,A141,2022-04-30,1.0,1.0,1.0
459,A1411078300423.xls,2,A141,2023-04-30,2.0,2.0,2.0
460,A1411078300424.xls,8,A141,2024-04-30,56.0,48.0,48.0
461,A1411078300621.xls,6,A141,2021-06-30,6.0,6.0,6.0
462,A1411078300622.xls,6,A141,2022-06-30,6.0,6.0,6.0
463,A1411078300623.xls,3,A141,2023-06-30,3.0,3.0,3.0
464,A1411078300624.xls,2,A141,2024-06-30,44.0,44.0,44.0
465,A1411078300920.xls,5,A141,2020-09-30,5.0,5.0,5.0
466,A1411078300921.xls,5,A141,2021-09-30,5.0,5.0,5.0
467,A1411078300922.xls,1,A141,2022-09-30,1.0,1.0,1.0
468,A1411078300923.xls,36,A141,2023-09-30,36.0,36.0,36.0
469,A1411078300924.xls,7,A141,2024-09-30,7.0,7.0,7.0
470,A1411078301120.xls,3,A141,2020-11-30,3.0,3.0,3.0
471,A1411078301121.xls,4,A141,2021-11-30,4.0,4.0,4.0
472,A1411078301122.xls,6,A141,2022-11-30,6.0,6.0,6.0
473,A1411078301123.xls,11,A141,2023-11-30,11.0,11.0,11.0
474,A1411078301124.xls,2,A141,2024-11-30,2.0,2.0,2.0
475,A1411078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
476,A1411078310121.xls,6,A141,2021-01-31,6.0,6.0,6.0
477,A1411078310122.xls,4,A141,2022-01-31,4.0,4.0,4.0
478,A1411078310123.xls,9,A141,2023-01-31,9.0,9.0,9.0
479,A1411078310124.xls,2,A141,2024-01-31,42.0,40.0,40.0
480,A1411078310320.xls,7,A141,2020-03-31,7.0,7.0,7.0
481,A1411078310321.xls,3,A141,2021-03-31,3.0,3.0,3.0
482,A1411078310322.xls,7,A141,2022-03-31,7.0,7.0,7.0
483,A1411078310323.xls,7,A141,2023-03-31,7.0,7.0,7.0
484,A1411078310324.xls,4,A141,2024-03-31,44.0,40.0,40.0
485,A1411078310520.xls,5,A141,2020-05-31,4.0,4.0,4.0
486,A1411078310521.xls,4,A141,2021-05-31,4.0,4.0,4.0
487,A1411078310522.xls,5,A141,2022-05-31,5.0,5.0,5.0
488,A1411078310523.xls,8,A141,2023-05-31,8.0,8.0,8.0
489,A1411078310524.xls,4,A141,2024-05-31,58.0,54.0,54.0
490,A1411078310720.xls,7,A141,2020-07-31,,7.0,7.0
491,A1411078310721.xls,1,A141,2021-07-31,1.0,1.0,1.0
492,A1411078310722.xls,5,A141,2022-07-31,5.0,5.0,5.0
493,A1411078310723.xls,6,A141,2023-07-31,6.0,6.0,6.0
494,A1411078310724.xls,3,A141,2024-07-31,3.0,3.0,3.0
495,A1411078310820.xls,5,A141,2020-08-31,5.0,5.0,5.0
496,A1411078310821.xls,4,A141,2021-08-31,4.0,4.0,4.0
497,A1411078310822.xls,5,A141,2022-08-31,5.0,5.0,5.0
498,A1411078310823.xls,7,A141,2023-08-31,7.0,7.0,7.0
499,A1411078310824.xls,7,A141,2024-08-31,7.0,7.0,7.0
500,A1411078311020.xls,4,A141,2020-10-31,4.0,4.0,4.0
501,A1411078311021.xls,4,A141,2021-10-31,4.0,4.0,4.0
502,A1411078311022.xls,4,A141,2022-10-31,4.0,4.0,4.0
503,A1411078311023.xls,35,A141,2023-10-31,35.0,35.0,35.0
504,A1411078311024.xls,4,A141,2024-10-31,4.0,4.0,4.0
505,A1411078311220.xls,4,A141,2020-12-31,4.0,4.0,4.0
506,A1411078311221.xls,3,A141,2021-12-31,3.0,3.0,3.0
507,A1411078311222.xls,14,A141,2022-12-31,14.0,14.0,14.0
508,A1411078311223.xls,7,A141,2023-12-31,7.0,7.0,7.0
509,A1411078311224.xls,9,A141,2024-12-31,9.0,9.0,9.0
510,A1481078280221.xls,63,A148,2021-02-28,63.0,63.0,63.0
511,A1481078280222.xls,50,A148,2022-02-28,50.0,50.0,50.0
512,A1481078280223.xls,83,A148,2023-02-28,83.0,83.0,83.0
513,A1481078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
514,A1481078290224.xls,113,A148,2024-02-29,206.0,113.0,93.0
515,A1481078300420.xls,30,A148,2020-04-30,30.0,30.0,30.0
516,A1481078300421.xls,51,A148,2021-04-30,51.0,51.0,51.0
517,A1481078300422.xls,65,A148,2022-04-30,65.0,65.0,65.0
518,A1481078300423.xls,79,A148,2023-04-30,79.0,79.0,79.0
519,A1481078300424.xls,91,A148,2024-04-30,197.0,106.0,106.0
520,A1481078300621.xls,51,A148,2021-06-30,51.0,51.0,51.0
521,A1481078300622.xls,60,A148,2022-06-30,60.0,60.0,60.0
522,A1481078300623.xls,101,A148,2023-06-30,101.0,101.0,101.0
523,A1481078300624.xls,371,A148,2024-06-30,320.0,320.0,320.0
524,A1481078300920.xls,69,A148,2020-09-30,69.0,69.0,69.0
525,A1481078300922.xls,70,A148,2022-09-30,70.0,70.0,70.0
526,A1481078300923.xls,121,A148,2023-09-30,121.0,121.0,121.0
527,A1481078300924.xls,316,A148,2024-09-30,316.0,316.0,316.0
528,A1481078301120.xls,53,A148,2020-11-30,53.0,53.0,53.0
529,A1481078301121.xls,63,A148,2021-11-30,63.0,63.0,63.0
530,A1481078301122.xls,66,A148,2022-11-30,66.0,66.0,66.0
531,A1481078301123.xls,103,A148,2023-11-30,103.0,103.0,103.0
532,A1481078301124.xls,373,A148,2024-11-30,373.0,373.0,373.0
533,A1481078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
534,A1481078310121.xls,61,A148,2021-01-31,61.0,61.0,61.0
535,A1481078310122.xls,44,A148,2022-01-31,44.0,44.0,44.0
536,A1481078310123.xls,75,A148,2023-01-31,75.0,75.0,75.0
537,A1481078310124.xls,114,A148,2024-01-31,115.0,114.0,1.0
538,A1481078310320.xls,46,A148,2020-03-31,46.0,46.0,46.0
539,A1481078310321.xls,74,A148,2021-03-31,74.0,74.0,74.0
540,A1481078310322.xls,40,A148,2022-03-31,40.0,40.0,40.0
541,A1481078310323.xls,83,A148,2023-03-31,83.0,83.0,83.0
542,A1481078310324.xls,91,A148,2024-03-31,197.0,106.0,106.0
543,A1481078310520.xls,39,A148,2020-05-31,10.0,10.0,10.0
544,A1481078310521.xls,48,A148,2021-05-31,48.0,48.0,48.0
545,A1481078310522.xls,57,A148,2022-05-31,57.0,57.0,57.0
546,A1481078310523.xls,91,A148,2023-05-31,91.0,91.0,91.0
547,A1481078310524.xls,258,A148,2024-05-31,463.0,258.0,205.0
548,A1481078310720.xls,116,A148,2020-07-31,116.0,116.0,116.0
549,A1481078310721.xls,60,A148,2021-07-31,60.0,60.0,60.0
550,A1481078310722.xls,72,A148,2022-07-31,72.0,72.0,72.0
551,A1481078310723.xls,107,A148,2023-07-31,107.0,107.0,107.0
552,A1481078310724.xls,443,A148,2024-07-31,443.0,442.0,442.0
553,A1481078310820.xls,41,A148,2020-08-31,41.0,41.0,41.0
554,A1481078310821.xls,50,A148,2021-08-31,50.0,50.0,50.0
555,A1481078310822.xls,47,A148,2022-08-31,47.0,47.0,47.0
556,A1481078310823.xls,128,A148,2023-08-31,128.0,128.0,128.0
557,A1481078310824.xls,443,A148,2024-08-31,443.0,442.0,442.0
558,A1481078311020.xls,63,A148,2020-10-31,63.0,63.0,63.0
559,A1481078311021.xls,65,A148,2021-10-31,65.0,65.0,65.0
560,A1481078311022.xls,79,A148,2022-10-31,79.0,79.0,79.0
561,A1481078311023.xls,153,A148,2023-10-31,153.0,153.0,153.0
562,A1481078311024.xls,381,A148,2024-10-31,381.0,381.0,381.0
563,A1481078311220.xls,65,A148,2020-12-31,65.0,65.0,65.0
564,A1481078311221.xls,59,A148,2021-12-31,59.0,59.0,59.0
565,A1481078311222.xls,66,A148,2022-12-31,66.0,66.0,66.0
566,A1481078311223.xls,165,A148,2023-12-31,103.0,103.0,103.0
567,A1481078311224.xls,425,A148,2024-12-31,425.0,425.0,425.0
568,A1491078280221.xls,353,A149,2021-02-28,353.0,353.0,353.0
569,A1491078280222.xls,321,A149,2022-02-28,321.0,321.0,321.0
570,A1491078280223.xls,213,A149,2023-02-28,213.0,213.0,213.0
571,A1491078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
572,A1491078290224.xls,587,A149,2024-02-29,936.0,587.0,349.0
573,A1491078300420.xls,306,A149,2020-04-30,306.0,306.0,306.0
574,A1491078300421.xls,261,A149,2021-04-30,261.0,261.0,261.0
575,A1491078300422.xls,335,A149,2022-04-30,335.0,335.0,335.0
576,A1491078300423.xls,137,A149,2023-04-30,137.0,137.0,137.0
577,A1491078300424.xls,589,A149,2024-04-30,380.0,380.0,380.0
578,A1491078300620.xls,279,A149,2020-06-30,102.0,102.0,102.0
579,A1491078300621.xls,347,A149,2021-06-30,347.0,347.0,347.0
580,A1491078300622.xls,318,A149,2022-06-30,318.0,318.0,318.0
581,A1491078300623.xls,426,A149,2023-06-30,426.0,426.0,426.0
582,A1491078300624.xls,2517,A149,2024-06-30,1037.0,1037.0,1037.0
583,A1491078300920.xls,284,A149,2020-09-30,284.0,284.0,284.0
584,A1491078300921.xls,299,A149,2021-09-30,299.0,299.0,299.0
585,A1491078300922.xls,382,A149,2022-09-30,382.0,382.0,382.0
586,A1491078300923.xls,576,A149,2023-09-30,576.0,576.0,576.0
587,A1491078300924.xls,2573,A149,2024-09-30,2573.0,2573.0,2573.0
588,A1491078301120.xls,345,A149,2020-11-30,345.0,345.0,345.0
589,A1491078301121.xls,305,A149,2021-11-30,305.0,305.0,305.0
590,A1491078301122.xls,363,A149,2022-11-30,363.0,363.0,363.0
591,A1491078301123.xls,545,A149,2023-11-30,545.0,545.0,545.0
592,A1491078301124.xls,1938,A149,2024-11-30,1938.0,1938.0,1938.0
593,A1491078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
594,A1491078310121.xls,316,A149,2021-01-31,316.0,316.0,316.0
595,A1491078310122.xls,333,A149,2022-01-31,333.0,333.0,333.0
596,A1491078310123.xls,356,A149,2023-01-31,356.0,356.0,356.0
597,A1491078310124.xls,619,A149,2024-01-31,1024.0,619.0,405.0
598,A1491078310320.xls,328,A149,2020-03-31,328.0,328.0,328.0
599,A1491078310321.xls,270,A149,2021-03-31,270.0,270.0,270.0
600,A1491078310322.xls,411,A149,2022-03-31,411.0,411.0,411.0
601,A1491078310323.xls,162,A149,2023-03-31,162.0,162.0,162.0
602,A1491078310324.xls,684,A149,2024-03-31,335.0,335.0,335.0
603,A1491078310520.xls,308,A149,2020-05-31,140.0,140.0,140.0
604,A1491078310521.xls,296,A149,2021-05-31,296.0,296.0,296.0
605,A1491078310522.xls,339,A149,2022-05-31,339.0,339.0,339.0
606,A1491078310523.xls,297,A149,2023-05-31,297.0,297.0,297.0
607,A1491078310524.xls,2566,A149,2024-05-31,1190.0,1190.0,1190.0
608,A1491078310720.xls,252,A149,2020-07-31,252.0,252.0,252.0
609,A1491078310721.xls,390,A149,2021-07-31,390.0,390.0,390.0
610,A1491078310722.xls,379,A149,2022-07-31,379.0,379.0,379.0
611,A1491078310723.xls,660,A149,2023-07-31,660.0,660.0,660.0
612,A1491078310724.xls,2914,A149,2024-07-31,2914.0,2914.0,2914.0
613,A1491078310820.xls,323,A149,2020-08-31,323.0,323.0,323.0
614,A1491078310821.xls,299,A149,2021-08-31,299.0,299.0,299.0
615,A1491078310822.xls,400,A149,2022-08-31,400.0,400.0,400.0
616,A1491078310823.xls,564,A149,2023-08-31,564.0,564.0,564.0
617,A1491078310824.xls,2598,A149,2024-08-31,2598.0,2598.0,2598.0
618,A1491078311020.xls,311,A149,2020-10-31,311.0,311.0,311.0
619,A1491078311021.xls,265,A149,2021-10-31,265.0,265.0,265.0
620,A1491078311022.xls,348,A149,2022-10-31,348.0,348.0,348.0
621,A1491078311023.xls,640,A149,2023-10-31,640.0,640.0,640.0
622,A1491078311024.xls,3203,A149,2024-10-31,3203.0,3203.0,3203.0
623,A1491078311220.xls,324,A149,2020-12-31,324.0,324.0,324.0
624,A1491078311221.xls,252,A149,2021-12-31,252.0,252.0,252.0
625,A1491078311222.xls,340,A149,2022-12-31,340.0,340.0,340.0
626,A1491078311223.xls,586,A149,2023-12-31,586.0,586.0,586.0
627,A1491078311224.xls,2676,A149,2024-12-31,2676.0,2676.0,2676.0
628,A1501078280221.xls,2762,A150,2021-02-28,2762.0,2762.0,2762.0
629,A1501078280222.xls,3718,A150,2022-02-28,3718.0,3718.0,3718.0
630,A1501078280223.xls,4623,A150,2023-02-28,4623.0,4623.0,4623.0
631,A1501078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
632,A1501078290224.xls,3590,A150,2024-02-29,2550.0,2550.0,2550.0
633,A1501078300420.xls,2178,A150,2020-04-30,2178.0,2178.0,2178.0
634,A1501078300421.xls,2990,A150,2021-04-30,2990.0,2990.0,2990.0
635,A1501078300422.xls,4045,A150,2022-04-30,4045.0,4045.0,4045.0
636,A1501078300423.xls,4495,A150,2023-04-30,4495.0,4495.0,4495.0
637,A1501078300424.xls,3575,A150,2024-04-30,3214.0,3214.0,3214.0
638,A1501078300620.xls,2630,A150,2020-06-30,1525.0,1525.0,1525.0
639,A1501078300621.xls,3535,A150,2021-06-30,3535.0,3535.0,3535.0
640,A1501078300622.xls,5060,A150,2022-06-30,5060.0,5060.0,5060.0
641,A1501078300623.xls,5809,A150,2023-06-30,5809.0,5809.0,5809.0
642,A1501078300624.xls,4286,A150,2024-06-30,2559.0,2559.0,2559.0
643,A1501078300920.xls,2634,A150,2020-09-30,2634.0,2634.0,2634.0
644,A1501078300921.xls,3837,A150,2021-09-30,3837.0,3837.0,3837.0
645,A1501078300922.xls,5002,A150,2022-09-30,5002.0,5002.0,5002.0
646,A1501078300923.xls,5703,A150,2023-09-30,5702.0,5702.0,5702.0
647,A1501078300924.xls,7071,A150,2024-09-30,7071.0,7071.0,7071.0
648,A1501078301120.xls,2849,A150,2020-11-30,2849.0,2849.0,2849.0
649,A1501078301121.xls,4014,A150,2021-11-30,4014.0,4014.0,4014.0
650,A1501078301122.xls,5025,A150,2022-11-30,5025.0,5025.0,5025.0
651,A1501078301123.xls,5660,A150,2023-11-30,5660.0,5660.0,5660.0
652,A1501078301124.xls,6648,A150,2024-11-30,6648.0,6648.0,6648.0
653,A1501078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
654,A1501078310121.xls,2836,A150,2021-01-31,2836.0,2836.0,2836.0
655,A1501078310122.xls,3785,A150,2022-01-31,3785.0,3785.0,3785.0
656,A1501078310123.xls,5193,A150,2023-01-31,5193.0,5193.0,5193.0
657,A1501078310124.xls,6350,A150,2024-01-31,9067.0,6350.0,2717.0
658,A1501078310320.xls,81,A150,2020-03-31,1.0,1.0,1.0
659,A1501078310321.xls,3320,A150,2021-03-31,3320.0,3320.0,3320.0
660,A1501078310322.xls,4254,A150,2022-03-31,4254.0,4254.0,4254.0
661,A1501078310323.xls,5426,A150,2023-03-31,5426.0,5426.0,5426.0
662,A1501078310324.xls,3574,A150,2024-03-31,2645.0,2645.0,2645.0
663,A1501078310520.xls,2207,A150,2020-05-31,1384.0,1384.0,1384.0
664,A1501078310521.xls,2961,A150,2021-05-31,2961.0,2961.0,2961.0
665,A1501078310522.xls,4364,A150,2022-05-31,4364.0,4364.0,4364.0
666,A1501078310523.xls,5511,A150,2023-05-31,5511.0,5511.0,5511.0
667,A1501078310524.xls,6377,A150,2024-05-31,2938.0,2938.0,2938.0
668,A1501078310720.xls,2581,A150,2020-07-31,2581.0,2581.0,2581.0
669,A1501078310721.xls,3604,A150,2021-07-31,3604.0,3604.0,3604.0
670,A1501078310722.xls,4823,A150,2022-07-31,4823.0,4823.0,4823.0
671,A1501078310723.xls,5761,A150,2023-07-31,5511.0,5511.0,5511.0
672,A1501078310724.xls,7611,A150,2024-07-31,7611.0,7611.0,7611.0
673,A1501078310820.xls,2396,A150,2020-08-31,2396.0,2396.0,2396.0
674,A1501078310821.xls,3690,A150,2021-08-31,3690.0,3690.0,3690.0
675,A1501078310822.xls,5216,A150,2022-08-31,5216.0,5216.0,5216.0
676,A1501078310823.xls,6099,A150,2023-08-31,6099.0,6099.0,6099.0
677,A1501078310824.xls,6920,A150,2024-08-31,6920.0,6920.0,6920.0
678,A1501078311020.xls,2635,A150,2020-10-31,2635.0,2635.0,2635.0
679,A1501078311021.xls,3533,A150,2021-10-31,3533.0,3533.0,3533.0
680,A1501078311022.xls,4725,A150,2022-10-31,4725.0,4725.0,4725.0
681,A1501078311023.xls,5966,A150,2023-10-31,5966.0,5966.0,5966.0
682,A1501078311024.xls,7124,A150,2024-10-31,7124.0,7124.0,7124.0
683,A1501078311220.xls,3548,A150,2020-12-31,3548.0,3548.0,3548.0
684,A1501078311221.xls,4244,A150,2021-12-31,4244.0,4244.0,4244.0
685,A1501078311222.xls,5433,A150,2022-12-31,5433.0,5433.0,5433.0
686,A1501078311223.xls,6197,A150,2023-12-31,6197.0,6197.0,6197.0
687,A1501078311224.xls,7160,A150,2024-12-31,7160.0,7160.0,7160.0
688,A1511078280221.xls,840,A151,2021-02-28,840.0,840.0,840.0
689,A1511078280222.xls,1733,A151,2022-02-28,1733.0,1733.0,1733.0
690,A1511078280223.xls,1427,A151,2023-02-28,1427.0,1427.0,1427.0
691,A1511078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
692,A1511078290224.xls,1218,A151,2024-02-29,1498.0,1498.0,1498.0
693,A1511078300420.xls,1392,A151,2020-04-30,1391.0,1391.0,1391.0
694,A1511078300421.xls,932,A151,2021-04-30,932.0,932.0,932.0
695,A1511078300422.xls,1790,A151,2022-04-30,1790.0,1790.0,1790.0
696,A1511078300423.xls,794,A151,2023-04-30,794.0,794.0,794.0
697,A1511078300424.xls,954,A151,2024-04-30,1678.0,1678.0,1678.0
698,A1511078300620.xls,1511,A151,2020-06-30,664.0,664.0,664.0
699,A1511078300621.xls,1309,A151,2021-06-30,1309.0,1309.0,1309.0
700,A1511078300622.xls,2245,A151,2022-06-30,2245.0,2245.0,2245.0
701,A1511078300623.xls,1086,A151,2023-06-30,1086.0,1086.0,1086.0
702,A1511078300624.xls,958,A151,2024-06-30,1461.0,1461.0,1460.0
703,A1511078300920.xls,1080,A151,2020-09-30,1080.0,1080.0,1080.0
704,A1511078300921.xls,1790,A151,2021-09-30,1790.0,1790.0,1790.0
705,A1511078300922.xls,1130,A151,2022-09-30,1130.0,1130.0,1130.0
706,A1511078300923.xls,944,A151,2023-09-30,944.0,944.0,944.0
707,A1511078300924.xls,940,A151,2024-09-30,940.0,940.0,940.0
708,A1511078301120.xls,1156,A151,2020-11-30,1156.0,1156.0,1156.0
709,A1511078301121.xls,1655,A151,2021-11-30,1655.0,1655.0,1655.0
710,A1511078301122.xls,1611,A151,2022-11-30,1611.0,1611.0,1611.0
711,A1511078301123.xls,1165,A151,2023-11-30,1165.0,1165.0,1165.0
712,A1511078301124.xls,824,A151,2024-11-30,824.0,824.0,824.0
713,A1511078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
714,A1511078310121.xls,1026,A151,2021-01-31,1026.0,1026.0,1026.0
715,A1511078310122.xls,1340,A151,2022-01-31,1340.0,1340.0,1340.0
716,A1511078310123.xls,1681,A151,2023-01-31,1681.0,1681.0,1681.0
717,A1511078310124.xls,1168,A151,2024-01-31,2680.0,1512.0,1511.0
718,A1511078310320.xls,1716,A151,2020-03-31,1716.0,1716.0,1716.0
719,A1511078310321.xls,1106,A151,2021-03-31,1106.0,1106.0,1106.0
720,A1511078310322.xls,1839,A151,2022-03-31,1839.0,1839.0,1839.0
721,A1511078310323.xls,1426,A151,2023-03-31,1426.0,1426.0,1426.0
722,A1511078310324.xls,1080,A151,2024-03-31,1675.0,1675.0,1675.0
723,A1511078310520.xls,1314,A151,2020-05-31,566.0,566.0,566.0
724,A1511078310521.xls,1237,A151,2021-05-31,1237.0,1237.0,1237.0
725,A1511078310522.xls,1593,A151,2022-05-31,1593.0,1593.0,1593.0
726,A1511078310523.xls,1106,A151,2023-05-31,1106.0,1106.0,1106.0
727,A1511078310524.xls,943,A151,2024-05-31,1735.0,1735.0,1733.0
728,A1511078310720.xls,1578,A151,2020-07-31,1578.0,1578.0,1578.0
729,A1511078310721.xls,1456,A151,2021-07-31,1456.0,1456.0,1456.0
730,A1511078310722.xls,1668,A151,2022-07-31,1668.0,1668.0,1668.0
731,A1511078310723.xls,1049,A151,2023-07-31,1049.0,1049.0,1049.0
732,A1511078310724.xls,1122,A151,2024-07-31,1122.0,1122.0,1122.0
733,A1511078310820.xls,841,A151,2020-08-31,841.0,841.0,841.0
734,A1511078310821.xls,1433,A151,2021-08-31,1433.0,1433.0,1433.0
735,A1511078310822.xls,1715,A151,2022-08-31,1715.0,1715.0,1715.0
